"SalePrice","MSZoning_FV","MSZoning_RH","MSZoning_RL","MSZoning_RM","LotArea","StreetPave","LandContourHLS","LandContourLow","LandContourLvl","LotConfigCulDSac","LotConfigFR2","LotConfigFR3","LotConfigInside","LandSlopeMod","LandSlopeSev","NeighborhoodBlueste","NeighborhoodBrDale","NeighborhoodBrkSide","NeighborhoodClearCr","NeighborhoodCollgCr","NeighborhoodCrawfor","NeighborhoodEdwards","NeighborhoodGilbert","NeighborhoodIDOTRR","NeighborhoodMeadowV","NeighborhoodMitchel","NeighborhoodNAmes","NeighborhoodNoRidge","NeighborhoodNPkVill","NeighborhoodNridgHt","NeighborhoodNWAmes","NeighborhoodOldTown","NeighborhoodSawyer","NeighborhoodSawyerW","NeighborhoodSomerst","NeighborhoodStoneBr","NeighborhoodSWISU","NeighborhoodTimber","NeighborhoodVeenker","Condition1Feedr","Condition1Norm","Condition1PosA","Condition1PosN","Condition1RRAe","Condition1RRAn","Condition1RRNe","Condition1RRNn","Condition2Feedr","Condition2Norm","Condition2PosA","Condition2PosN","Condition2RRAe","Condition2RRAn","Condition2RRNn","BldgType2fmCon","BldgTypeDuplex","BldgTypeTwnhs","BldgTypeTwnhsE","HouseStyle1.5Unf","HouseStyle1Story","HouseStyle2.5Fin","HouseStyle2.5Unf","HouseStyle2Story","HouseStyleSFoyer","HouseStyleSLvl","OverallQual","OverallCond","YearBuilt","YearRemodAdd","RoofStyleGable","RoofStyleGambrel","RoofStyleHip","RoofStyleMansard","RoofStyleShed","RoofMatlCompShg","RoofMatlMembran","RoofMatlMetal","RoofMatlRoll","RoofMatlTar.Grv","RoofMatlWdShake","RoofMatlWdShngl","MasVnrArea","ExterQualFa","ExterQualGd","ExterQualTA","FoundationCBlock","FoundationPConc","FoundationSlab","FoundationStone","FoundationWood","BsmtQual_Fa","BsmtQual_Gd","BsmtQual_None","BsmtQual_TA","BsmtCond_Gd","BsmtCond_None","BsmtCond_Po","BsmtCond_TA","BsmtExposure_Gd","BsmtExposure_Mn","BsmtExposure_No","BsmtExposure_None","BsmtFinType1_BLQ","BsmtFinType1_GLQ","BsmtFinType1_LwQ","BsmtFinType1_None","BsmtFinType1_Rec","BsmtFinType1_Unf","BsmtFinSF1","BsmtFinType2_BLQ","BsmtFinType2_GLQ","BsmtFinType2_LwQ","BsmtFinType2_None","BsmtFinType2_Rec","BsmtFinType2_Unf","BsmtFinSF2","BsmtUnfSF","HeatingQCFa","HeatingQCGd","HeatingQCPo","HeatingQCTA","X1stFlrSF","X2ndFlrSF","FullBath","BedroomAbvGr","KitchenAbvGr","KitchenQualFa","KitchenQualGd","KitchenQualTA","TotRmsAbvGrd","FunctionalMaj2","FunctionalMin1","FunctionalMin2","FunctionalMod","FunctionalSev","FunctionalTyp","Fireplaces","GarageType_Attchd","GarageType_Basment","GarageType_BuiltIn","GarageType_CarPort","GarageType_Detchd","GarageCars","GarageArea","GarageQual_Fa","GarageQual_Gd","GarageQual_None","GarageQual_Po","GarageQual_TA","GarageCond_Fa","GarageCond_Gd","GarageCond_None","GarageCond_Po","GarageCond_TA","WoodDeckSF","ScreenPorch","PoolArea","PoolQC_Fa","PoolQC_Gd","PoolQC_None","Fence_GdWo","Fence_MnPrv","Fence_MnWw","Fence_None","SaleTypeCon","SaleTypeConLD","SaleTypeConLI","SaleTypeConLw","SaleTypeCWD","SaleTypeNew","SaleTypeOth","SaleTypeWD","SaleConditionAdjLand","SaleConditionAlloca","SaleConditionFamily","SaleConditionNormal","SaleConditionPartial","IfRemodelled_1"
129500,0,0,1,0,0.0520336037858416,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.475357710651828,0.529411764705882,0.977601361952613,0.977602097107352,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0.160524450744153,0,0,0,0,0,1,0,0.0573630136986301,0,0,0,0,0.20410456081689,0,0.25,0.375,0.333333333333333,0,0,1,0.318988464951198,0,0,0,0,0,1,0,0,0,0,0,1,0.2,0.258064516129032,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
345000,0,0,1,0,0.0553972131409302,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.895071542130366,0.529411764705882,0.997511262439179,0.998009075298431,0,0,1,0,0,1,0,0,0,0,0,0,0.17875,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0.176824946846208,0,0,0,0,0,1,0,0.0757705479452055,0,0,0,0,0.23197562181911,0.553026634382567,0.75,0.5,0.333333333333333,0,0,0,0.727595385980479,0,0,0,0,0,1,0.5,0,0,1,0,0,0.6,0.494623655913978,0,0,0,0,1,0,0,0,0,1,0.103230337078652,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1
144000,0,0,1,0,0.0602475006640138,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.475357710651828,0.647058823529412,0.976108119416121,0.976108903581176,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0.130581148121899,0,0,0,0,0,1,0,0.0749143835616438,0,0,0,1,0.178981350899396,0,0.25,0.25,0.333333333333333,0,0,1,0.250887311446318,0,0,0,0,0,1,0,0,0,0,0,1,0.2,0.236559139784946,0,0,0,0,1,0,0,0,0,1,0.098314606741573,0.305555555555556,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
279500,0,0,1,0,0.0494876674231503,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.685214626391097,0.529411764705882,0.998009009951343,0.998506806473824,1,0,0,0,0,1,0,0,0,0,0,0,0.19125,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0.639554794520548,0,0,0,0,0.293213445993002,0,0.5,0.375,0.333333333333333,0,1,0,0.457594489314022,0,0,0,0,0,1,0.25,1,0,0,0,0,0.6,0.564516129032258,0,0,0,0,1,0,0,0,0,1,0.112359550561798,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1
157000,0,0,1,0,0.0507327603888461,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.580286168521463,0.529411764705882,0.975112624391792,0.975113441230391,0,0,1,0,0,1,0,0,0,0,0,0,0.1325,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0.129872430900071,0,0,0,0,0,1,0,0.222602739726027,0,0,0,1,0.24591115232022,0,0.25,0.25,0.333333333333333,0,0,1,0.321993111642527,0,0,0,0,0,1,0.25,1,0,0,0,0,0.2,0.236559139784946,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
132000,0,0,0,1,0.0284325878689217,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.685214626391097,0.882352941176471,0.959682451514703,0.995520419421471,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0.356164383561644,0,0,0,0,0.167597396405532,0,0.25,0.25,0.333333333333333,0,0,1,0.321993111642527,0,0,0,0,0,1,0,0,0,0,0,1,0.4,0.387096774193548,0,0,0,0,1,0,0,0,0,1,0.0337078651685393,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
149000,0,0,1,0,0.052224084426116,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.580286168521463,0.764705882352941,0.980090099513434,0.980090752984313,1,0,0,0,0,1,0,0,0,0,0,0,0.1125,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0.102409638554217,0,0,0,0,0,1,0,0.18236301369863,0,0,0,0,0.197038658027595,0,0.25,0.25,0.333333333333333,0,0,1,0.321993111642527,0,0,0,0,0,1,0.25,1,0,0,0,0,0.4,0.32258064516129,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
90000,0,0,1,0,0.0501334432523731,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0.370429252782194,0.529411764705882,0.978596856976941,0.978597559458137,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0.254350980651878,0,0.5,0.25,0.666666666666667,0,0,1,0.389793800478275,0,0,0,0,0,1,0,0,0,0,1,0,0.4,0.346774193548387,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
159000,0,0,1,0,0.0636250476269273,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.480766055803203,0.529411764705882,0.997013514927015,0.997013612947647,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0.114457831325301,0,0,0,0,0,1,0,0.200342465753425,0,0,0,0,0.218628916550441,0,0.25,0.375,0.333333333333333,0,1,0,0.389793800478275,0,0,0,0,0,1,0,0,0,0,0,1,0.4,0.387096774193548,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
139000,0,0,1,0,0.035122639624899,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.480766055803203,0.647058823529412,0.974117129367464,0.977602097107352,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0.0892983699503898,0,0,0,0,0,1,0,0.224743150684932,0,0,0,1,0.262790808983536,0,0.25,0.375,0.333333333333333,0,0,1,0.389793800478275,0,1,0,0,0,0,0,1,0,0,0,0,0.2,0.19758064516129,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
325300,0,0,1,0,0.0660408996499191,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.792306422321281,0.529411764705882,0.997511262439179,0.998009075298431,1,0,0,0,0,1,0,0,0,0,0,0,0.2375,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0.495719178082192,0,0,0,0,0.22726501995958,0.589830508474576,0.75,0.5,0.333333333333333,0,1,0,0.593195866985516,0,0,0,0,0,1,0.25,0,0,1,0,0,0.6,0.573252688172043,0,0,0,0,1,0,0,0,0,1,0.168539325842697,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1
139400,0,0,0,1,0.0346069481353758,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.688459633481922,0.764705882352941,0.960180199026868,0.97013612947647,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0.272688356164384,0,0,0,0,0.217451266085559,0,0.25,0.375,0.333333333333333,0,1,0,0.389793800478275,0,0,0,0,0,1,0.25,1,0,0,0,0,0.2,0.188172043010753,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
230000,0,0,1,0,0.0452599263829146,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.792306422321281,0.529411764705882,0.996018019902687,0.996018150596863,0,0,1,0,0,1,0,0,0,0,0,0,0.175625,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0.760702054794521,0,0,0,0,0.352292244314609,0,0.5,0.375,0.333333333333333,0,1,0,0.457594489314022,0,0,0,0,0,1,0.25,1,0,0,0,0,0.4,0.358870967741935,0,0,0,0,1,0,0,0,0,1,0.120084269662921,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
